Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status,Years Since Last Sale,Has Liens,Low Equity,Distress
Loan Modification,4284,"123 Example St, City, State 4284",2027-03-14,1,25.71,0.0,75.87,2018,2542,0.0,0.0,-2,False,True,1
Title Issues,4285,"123 Example St, City, State 4285",2019-08-23,0,28.76,0.0,49.13,2018,5880,0.0,0.0,6,True,True,1
HOA Violations,4286,"123 Example St, City, State 4286",2017-10-25,4,74.41,0.0,29.92,2015,4292,0.0,0.0,8,False,True,1
Lien,4287,"123 Example St, City, State 4287",2024-03-06,4,83.34,0.0,26.44,2025,4152,0.0,0.0,1,False,True,1
Probate,4288,"123 Example St, City, State 4288",2033-09-17,5,53.37,0.0,56.94,2029,1718,0.0,0.0,-8,False,True,1
Bankruptcy,4289,"123 Example St, City, State 4289",2021-05-05,0,9.24,0.0,41.93,2024,9458,0.0,0.0,4,True,True,1
Short Sale,4290,"123 Example St, City, State 4290",2018-04-12,0,13.66,0.0,34.72,2029,2324,0.0,0.0,7,False,True,1
Property Damage,4291,"123 Example St, City, State 4291",2017-09-20,3,94.52,0.0,72.4,2018,2573,0.0,0.0,8,False,True,1
Bankruptcy,4292,"123 Example St, City, State 4292",2021-09-27,4,32.6,0.0,23.15,2015,1575,0.0,0.0,4,False,True,1
Foreclosure,4293,"123 Example St, City, State 4293",2020-12-20,4,94.46,0.0,21.54,2025,2096,0.0,0.0,5,False,True,1
HOA Violations,4294,"123 Example St, City, State 4294",2021-07-11,2,82.78,0.0,27.33,2010,6755,0.0,0.0,4,True,True,1
HOA Violations,4295,"123 Example St, City, State 4295",2034-02-04,3,78.81,0.0,73.29,2011,1964,0.0,0.0,-9,False,True,1
Foreclosure,4296,"123 Example St, City, State 4296",2021-08-12,1,80.19,0.0,47.78,2021,5003,0.0,0.0,4,True,True,1
Lien,4297,"123 Example St, City, State 4297",2025-04-25,0,81.98,0.0,74.75,2023,4695,0.0,0.0,0,False,True,0
Title Issues,4298,"123 Example St, City, State 4298",2023-04-10,1,59.47,0.0,79.21,2013,4570,0.0,0.0,2,False,True,1
Property Damage,4299,"123 Example St, City, State 4299",2027-07-11,3,44.85,0.0,37.06,2024,4084,0.0,0.0,-2,False,True,1
Property Damage,4300,"123 Example St, City, State 4300",2021-07-10,4,33.01,0.0,60.43,2027,5297,0.0,0.0,4,True,True,1
Property Damage,4301,"123 Example St, City, State 4301",2021-08-26,4,80.83,0.0,52.93,2014,8538,0.0,0.0,4,True,True,1
Title Issues,4302,"123 Example St, City, State 4302",2034-08-18,4,63.78,0.0,73.43,2013,6539,0.0,0.0,-9,True,True,1
Short Sale,4303,"123 Example St, City, State 4303",2031-12-18,3,55.82,0.0,40.49,2029,1762,0.0,0.0,-6,False,True,1
Title Issues,4304,"123 Example St, City, State 4304",2029-02-02,0,88.07,0.0,75.26,2029,8054,0.0,0.0,-4,True,True,1
Lien,4305,"123 Example St, City, State 4305",2016-12-08,5,11.86,0.0,71.0,2021,1241,0.0,0.0,9,False,True,1
Lien,4306,"123 Example St, City, State 4306",2027-10-23,4,93.55,0.0,38.32,2024,8902,0.0,0.0,-2,True,True,1
Bankruptcy,4307,"123 Example St, City, State 4307",2015-11-19,5,82.67,0.0,25.43,2013,6473,0.0,0.0,10,True,True,1
HOA Violations,4308,"123 Example St, City, State 4308",2024-08-24,4,72.64,0.0,73.25,2028,1805,0.0,0.0,1,False,True,1
HOA Violations,4309,"123 Example St, City, State 4309",2020-07-21,2,33.95,0.0,63.26,2021,5659,0.0,0.0,5,True,True,1
Unpaid Taxes,4310,"123 Example St, City, State 4310",2030-07-31,3,90.1,0.0,63.0,2022,9850,0.0,0.0,-5,True,True,1
Probate,4311,"123 Example St, City, State 4311",2031-11-15,2,53.3,0.0,33.58,2020,6513,0.0,0.0,-6,True,True,1
HOA Violations,4312,"123 Example St, City, State 4312",2015-12-30,3,94.34,0.0,20.46,2028,9526,0.0,0.0,10,True,True,1
Probate,4313,"123 Example St, City, State 4313",2027-03-14,2,93.41,0.0,46.8,2017,8986,0.0,0.0,-2,True,True,1
HOA Violations,4314,"123 Example St, City, State 4314",2019-03-28,3,33.62,0.0,79.86,2030,6608,0.0,0.0,6,True,True,1
Property Damage,4315,"123 Example St, City, State 4315",2031-10-30,3,6.83,0.0,41.75,2025,9470,0.0,0.0,-6,True,True,1
Bankruptcy,4316,"123 Example St, City, State 4316",2020-12-23,4,9.86,0.0,61.6,2016,8697,0.0,0.0,5,True,True,1
Title Issues,4317,"123 Example St, City, State 4317",2032-10-02,4,31.9,0.0,36.8,2012,9291,0.0,0.0,-7,True,True,1
Unpaid Taxes,4318,"123 Example St, City, State 4318",2019-07-26,4,75.81,0.0,35.61,2013,9945,0.0,0.0,6,True,True,1
Lien,4319,"123 Example St, City, State 4319",2017-02-10,5,54.03,0.0,25.3,2019,9584,0.0,0.0,8,True,True,1
Title Issues,4320,"123 Example St, City, State 4320",2034-11-02,1,45.67,0.0,36.09,2015,9125,0.0,0.0,-9,True,True,1
Loan Modification,4321,"123 Example St, City, State 4321",2021-07-20,2,23.32,0.0,69.27,2016,5650,0.0,0.0,4,True,True,1
Lien,4322,"123 Example St, City, State 4322",2030-05-06,4,26.36,0.0,37.91,2020,2564,0.0,0.0,-5,False,True,1
Property Damage,4323,"123 Example St, City, State 4323",2033-05-09,5,92.66,0.0,48.68,2021,4554,0.0,0.0,-8,False,True,1
Loan Modification,4324,"123 Example St, City, State 4324",2025-02-01,0,82.28,0.0,43.72,2029,1225,0.0,0.0,0,False,True,0
Probate,4325,"123 Example St, City, State 4325",2023-07-14,5,88.63,0.0,69.19,2030,9462,0.0,0.0,2,True,True,1
Short Sale,4326,"123 Example St, City, State 4326",2024-08-15,3,40.59,0.0,24.85,2026,1909,0.0,0.0,1,False,True,1
Title Issues,4327,"123 Example St, City, State 4327",2022-08-16,2,5.9,0.0,60.02,2020,8178,0.0,0.0,3,True,True,1
HOA Violations,4328,"123 Example St, City, State 4328",2027-01-29,1,19.04,0.0,53.73,2014,5386,0.0,0.0,-2,True,True,1
Property Damage,4329,"123 Example St, City, State 4329",2026-03-12,4,77.56,0.0,74.87,2027,7419,0.0,0.0,-1,True,True,1
Unpaid Taxes,4330,"123 Example St, City, State 4330",2026-07-04,3,75.9,0.0,35.22,2012,7191,0.0,0.0,-1,True,True,1
Probate,4331,"123 Example St, City, State 4331",2019-03-18,3,66.73,0.0,41.89,2023,8505,0.0,0.0,6,True,True,1
Probate,4332,"123 Example St, City, State 4332",2023-04-15,0,38.03,0.0,51.23,2028,8451,0.0,0.0,2,True,True,1
Title Issues,4333,"123 Example St, City, State 4333",2029-03-07,5,7.46,0.0,77.26,2019,2263,0.0,0.0,-4,False,True,1
Foreclosure,4334,"123 Example St, City, State 4334",2025-09-28,2,68.91,0.0,51.59,2022,8587,0.0,0.0,0,True,True,1
Bankruptcy,4335,"123 Example St, City, State 4335",2020-02-25,3,28.14,0.0,77.45,2011,2664,0.0,0.0,5,False,True,1
Property Damage,4336,"123 Example St, City, State 4336",2031-08-05,3,70.88,0.0,34.84,2016,6650,0.0,0.0,-6,True,True,1
Probate,4337,"123 Example St, City, State 4337",2033-06-13,5,49.23,0.0,62.31,2018,6009,0.0,0.0,-8,True,True,1
HOA Violations,4338,"123 Example St, City, State 4338",2016-11-29,3,43.98,0.0,48.11,2015,2424,0.0,0.0,9,False,True,1
Foreclosure,4339,"123 Example St, City, State 4339",2032-04-08,0,49.5,0.0,54.34,2025,2913,0.0,0.0,-7,False,True,0
Title Issues,4340,"123 Example St, City, State 4340",2015-01-13,2,92.71,0.0,69.09,2024,8077,0.0,0.0,10,True,True,1
Bankruptcy,4341,"123 Example St, City, State 4341",2020-09-11,5,13.88,0.0,55.03,2015,4512,0.0,0.0,5,False,True,1
HOA Violations,4342,"123 Example St, City, State 4342",2031-04-02,3,84.21,0.0,60.25,2013,1388,0.0,0.0,-6,False,True,1
Short Sale,4343,"123 Example St, City, State 4343",2015-08-24,2,32.88,0.0,53.67,2013,2806,0.0,0.0,10,False,True,1
Lien,4344,"123 Example St, City, State 4344",2022-05-13,4,52.92,0.0,26.45,2018,9550,0.0,0.0,3,True,True,1
Loan Modification,4345,"123 Example St, City, State 4345",2027-02-26,5,83.99,0.0,78.2,2011,1771,0.0,0.0,-2,False,True,1
Foreclosure,4346,"123 Example St, City, State 4346",2027-02-06,3,74.24,0.0,78.5,2018,8480,0.0,0.0,-2,True,True,1
Loan Modification,4347,"123 Example St, City, State 4347",2024-07-01,4,42.98,0.0,33.59,2028,5688,0.0,0.0,1,True,True,1
Property Damage,4348,"123 Example St, City, State 4348",2030-04-22,2,38.32,0.0,77.22,2014,4634,0.0,0.0,-5,False,True,1
Title Issues,4349,"123 Example St, City, State 4349",2025-09-23,4,29.52,0.0,35.83,2028,1685,0.0,0.0,0,False,True,1
Loan Modification,4350,"123 Example St, City, State 4350",2020-07-24,3,50.25,0.0,72.63,2030,1219,0.0,0.0,5,False,True,1
Loan Modification,4351,"123 Example St, City, State 4351",2024-08-07,0,62.12,0.0,67.59,2019,3682,0.0,0.0,1,False,True,1
Probate,4352,"123 Example St, City, State 4352",2020-07-18,1,55.54,0.0,73.68,2016,3757,0.0,0.0,5,False,True,1
Lien,4353,"123 Example St, City, State 4353",2022-11-18,0,92.32,0.0,67.65,2023,3654,0.0,0.0,3,False,True,0
Property Damage,4354,"123 Example St, City, State 4354",2027-10-03,4,28.66,0.0,20.47,2024,3557,0.0,0.0,-2,False,True,1
Title Issues,4355,"123 Example St, City, State 4355",2022-09-13,5,29.19,0.0,54.82,2023,9861,0.0,0.0,3,True,True,1
Loan Modification,4356,"123 Example St, City, State 4356",2019-09-17,5,19.61,0.0,78.54,2018,7709,0.0,0.0,6,True,True,1
Property Damage,4357,"123 Example St, City, State 4357",2031-05-26,4,38.46,0.0,49.48,2012,5940,0.0,0.0,-6,True,True,1
Probate,4358,"123 Example St, City, State 4358",2028-02-01,3,83.99,0.0,40.95,2020,9017,0.0,0.0,-3,True,True,1
Probate,4359,"123 Example St, City, State 4359",2029-12-01,2,57.51,0.0,26.57,2015,2063,0.0,0.0,-4,False,True,1
Bankruptcy,4360,"123 Example St, City, State 4360",2028-11-05,3,89.84,0.0,46.56,2019,5962,0.0,0.0,-3,True,True,1
Lien,4361,"123 Example St, City, State 4361",2018-07-23,2,9.55,0.0,58.05,2026,5270,0.0,0.0,7,True,True,1
Loan Modification,4362,"123 Example St, City, State 4362",2032-02-02,2,47.08,0.0,46.33,2022,6584,0.0,0.0,-7,True,True,1
Loan Modification,4363,"123 Example St, City, State 4363",2024-04-08,2,61.16,0.0,56.33,2015,2783,0.0,0.0,1,False,True,1
Title Issues,4364,"123 Example St, City, State 4364",2022-05-30,1,25.75,0.0,61.48,2016,4382,0.0,0.0,3,False,True,1
Property Damage,4365,"123 Example St, City, State 4365",2020-06-29,1,34.41,0.0,41.98,2020,5325,0.0,0.0,5,True,True,1
Loan Modification,4366,"123 Example St, City, State 4366",2032-10-31,2,5.98,0.0,28.24,2019,4052,0.0,0.0,-7,False,True,1
Foreclosure,4367,"123 Example St, City, State 4367",2034-03-07,1,94.29,0.0,53.02,2030,1438,0.0,0.0,-9,False,True,0
Loan Modification,4368,"123 Example St, City, State 4368",2032-01-21,4,72.77,0.0,29.27,2020,9823,0.0,0.0,-7,True,True,1
Property Damage,4369,"123 Example St, City, State 4369",2022-08-20,4,63.83,0.0,73.94,2015,7729,0.0,0.0,3,True,True,1
Short Sale,4370,"123 Example St, City, State 4370",2018-10-05,0,26.04,0.0,64.36,2024,6881,0.0,0.0,7,True,True,1
Foreclosure,4371,"123 Example St, City, State 4371",2028-08-09,1,40.35,0.0,24.87,2018,4554,0.0,0.0,-3,False,True,1
Title Issues,4372,"123 Example St, City, State 4372",2029-02-23,5,32.19,0.0,49.01,2012,5445,0.0,0.0,-4,True,True,1
Loan Modification,4373,"123 Example St, City, State 4373",2030-04-26,5,36.21,0.0,51.89,2012,8937,0.0,0.0,-5,True,True,1
Bankruptcy,4374,"123 Example St, City, State 4374",2026-01-07,1,55.76,0.0,52.5,2014,6983,0.0,0.0,-1,True,True,1
Foreclosure,4375,"123 Example St, City, State 4375",2016-11-28,5,89.97,0.0,42.57,2012,6339,0.0,0.0,9,True,True,1
Short Sale,4376,"123 Example St, City, State 4376",2028-03-23,0,84.88,0.0,23.71,2010,1605,0.0,0.0,-3,False,True,1
Bankruptcy,4377,"123 Example St, City, State 4377",2028-05-13,2,45.16,0.0,27.17,2021,9701,0.0,0.0,-3,True,True,1
Loan Modification,4378,"123 Example St, City, State 4378",2020-04-17,2,68.21,0.0,73.41,2017,2027,0.0,0.0,5,False,True,1
Short Sale,4379,"123 Example St, City, State 4379",2015-02-25,4,52.43,0.0,37.65,2016,1547,0.0,0.0,10,False,True,1
Probate,4380,"123 Example St, City, State 4380",2020-11-16,3,81.64,0.0,25.84,2016,4108,0.0,0.0,5,False,True,1
Bankruptcy,4381,"123 Example St, City, State 4381",2018-01-02,3,17.02,0.0,45.53,2021,7851,0.0,0.0,7,True,True,1
Probate,4382,"123 Example St, City, State 4382",2023-02-17,2,65.42,0.0,27.22,2010,7645,0.0,0.0,2,True,True,1
HOA Violations,4383,"123 Example St, City, State 4383",2021-08-17,3,50.85,0.0,45.45,2023,5860,0.0,0.0,4,True,True,1
Short Sale,4384,"123 Example St, City, State 4384",2025-10-05,3,33.9,0.0,58.3,2013,3739,0.0,0.0,0,False,True,1
Probate,4385,"123 Example St, City, State 4385",2020-08-31,3,18.64,0.0,54.88,2011,1780,0.0,0.0,5,False,True,1
Property Damage,4386,"123 Example St, City, State 4386",2025-01-16,4,65.29,0.0,68.7,2028,9247,0.0,0.0,0,True,True,1
Probate,4387,"123 Example St, City, State 4387",2032-05-24,2,49.46,0.0,20.29,2029,7098,0.0,0.0,-7,True,True,1
Foreclosure,4388,"123 Example St, City, State 4388",2026-03-19,0,27.1,0.0,72.93,2010,8065,0.0,0.0,-1,True,True,1
HOA Violations,4389,"123 Example St, City, State 4389",2026-02-09,0,30.66,0.0,30.32,2023,1233,0.0,0.0,-1,False,True,0
Short Sale,4390,"123 Example St, City, State 4390",2022-03-05,4,91.85,0.0,60.95,2017,6892,0.0,0.0,3,True,True,1
Title Issues,4391,"123 Example St, City, State 4391",2034-08-15,5,29.97,0.0,59.48,2030,5339,0.0,0.0,-9,True,True,1
Foreclosure,4392,"123 Example St, City, State 4392",2020-08-04,2,86.17,0.0,67.25,2015,5929,0.0,0.0,5,True,True,1
Foreclosure,4393,"123 Example St, City, State 4393",2027-02-26,5,16.79,0.0,62.78,2011,2074,0.0,0.0,-2,False,True,1
Foreclosure,4394,"123 Example St, City, State 4394",2018-04-18,5,82.57,0.0,24.68,2020,6494,0.0,0.0,7,True,True,1
Lien,4395,"123 Example St, City, State 4395",2030-02-03,2,75.96,0.0,65.36,2030,6932,0.0,0.0,-5,True,True,1
Bankruptcy,4396,"123 Example St, City, State 4396",2019-04-25,5,20.87,0.0,69.06,2017,1225,0.0,0.0,6,False,True,1
Foreclosure,4397,"123 Example St, City, State 4397",2034-12-14,2,12.33,0.0,48.46,2022,5314,0.0,0.0,-9,True,True,1
Property Damage,4398,"123 Example St, City, State 4398",2026-07-10,1,48.45,0.0,43.64,2011,7185,0.0,0.0,-1,True,True,1
Title Issues,4399,"123 Example St, City, State 4399",2022-12-15,4,66.56,0.0,30.83,2013,7573,0.0,0.0,3,True,True,1
Property Damage,4400,"123 Example St, City, State 4400",2026-02-25,1,21.45,0.0,73.55,2026,7146,0.0,0.0,-1,True,True,1
Unpaid Taxes,4401,"123 Example St, City, State 4401",2028-07-30,4,27.94,0.0,54.82,2023,3097,0.0,0.0,-3,False,True,1
Property Damage,4402,"123 Example St, City, State 4402",2019-05-20,2,42.78,0.0,21.47,2012,5824,0.0,0.0,6,True,True,1
Loan Modification,4403,"123 Example St, City, State 4403",2029-03-31,0,77.68,0.0,57.06,2018,8775,0.0,0.0,-4,True,True,1
Loan Modification,4404,"123 Example St, City, State 4404",2023-05-06,3,21.32,0.0,52.1,2025,3251,0.0,0.0,2,False,True,1
Title Issues,4405,"123 Example St, City, State 4405",2022-01-19,0,16.83,0.0,73.8,2010,1493,0.0,0.0,3,False,True,1
Probate,4406,"123 Example St, City, State 4406",2031-04-13,4,85.14,0.0,74.48,2026,4173,0.0,0.0,-6,False,True,1
Loan Modification,4407,"123 Example St, City, State 4407",2025-08-24,1,16.77,0.0,46.68,2021,6582,0.0,0.0,0,True,True,1
Property Damage,4408,"123 Example St, City, State 4408",2030-01-10,1,37.72,0.0,31.57,2027,8839,0.0,0.0,-5,True,True,1
Foreclosure,4409,"123 Example St, City, State 4409",2022-07-02,4,63.72,0.0,41.82,2021,5861,0.0,0.0,3,True,True,1
Probate,4410,"123 Example St, City, State 4410",2020-02-22,5,16.77,0.0,48.22,2030,1164,0.0,0.0,5,False,True,1
Title Issues,4411,"123 Example St, City, State 4411",2034-09-15,4,76.5,0.0,29.49,2011,6868,0.0,0.0,-9,True,True,1
Loan Modification,4412,"123 Example St, City, State 4412",2033-07-03,0,41.04,0.0,50.77,2019,4099,0.0,0.0,-8,False,True,1
Bankruptcy,4413,"123 Example St, City, State 4413",2030-10-02,5,14.25,0.0,74.13,2028,4738,0.0,0.0,-5,False,True,1
HOA Violations,4414,"123 Example St, City, State 4414",2019-01-24,0,48.47,0.0,46.89,2022,3062,0.0,0.0,6,False,True,0
Property Damage,4415,"123 Example St, City, State 4415",2027-12-04,5,65.8,0.0,40.12,2024,9866,0.0,0.0,-2,True,True,1
Lien,4416,"123 Example St, City, State 4416",2025-06-16,4,10.77,0.0,41.18,2010,4450,0.0,0.0,0,False,True,1
Property Damage,4417,"123 Example St, City, State 4417",2032-06-28,2,20.81,0.0,53.04,2030,5290,0.0,0.0,-7,True,True,1
Bankruptcy,4418,"123 Example St, City, State 4418",2026-03-22,0,82.25,0.0,28.98,2027,1714,0.0,0.0,-1,False,True,0
Loan Modification,4419,"123 Example St, City, State 4419",2029-07-13,0,7.78,0.0,36.86,2025,7918,0.0,0.0,-4,True,True,1
Loan Modification,4420,"123 Example St, City, State 4420",2022-06-01,1,17.82,0.0,45.4,2026,5878,0.0,0.0,3,True,True,1
Short Sale,4421,"123 Example St, City, State 4421",2022-11-01,1,91.84,0.0,75.5,2028,6549,0.0,0.0,3,True,True,1
Foreclosure,4422,"123 Example St, City, State 4422",2026-04-21,1,41.17,0.0,71.79,2027,8417,0.0,0.0,-1,True,True,1
Loan Modification,4423,"123 Example St, City, State 4423",2027-01-19,0,85.32,0.0,47.69,2023,3098,0.0,0.0,-2,False,True,0
Probate,4424,"123 Example St, City, State 4424",2031-12-27,5,46.32,0.0,43.08,2029,7217,0.0,0.0,-6,True,True,1
Lien,4425,"123 Example St, City, State 4425",2015-06-13,2,48.94,0.0,74.29,2010,7776,0.0,0.0,10,True,True,1
Lien,4426,"123 Example St, City, State 4426",2021-12-11,3,66.81,0.0,53.32,2021,6104,0.0,0.0,4,True,True,1
Unpaid Taxes,4427,"123 Example St, City, State 4427",2025-06-24,3,71.09,0.0,23.16,2027,9295,0.0,0.0,0,True,True,1
Property Damage,4428,"123 Example St, City, State 4428",2017-07-24,0,73.48,0.0,26.27,2012,8264,0.0,0.0,8,True,True,1
Probate,4429,"123 Example St, City, State 4429",2030-04-29,2,38.19,0.0,64.23,2022,3347,0.0,0.0,-5,False,True,0
Short Sale,4430,"123 Example St, City, State 4430",2032-08-02,5,69.89,0.0,52.77,2012,6501,0.0,0.0,-7,True,True,1
Loan Modification,4431,"123 Example St, City, State 4431",2030-07-17,1,56.6,0.0,29.38,2029,7217,0.0,0.0,-5,True,True,1
Probate,4432,"123 Example St, City, State 4432",2023-09-20,2,23.3,0.0,26.74,2023,6945,0.0,0.0,2,True,True,1
Probate,4433,"123 Example St, City, State 4433",2032-10-16,3,85.6,0.0,54.47,2015,3639,0.0,0.0,-7,False,True,1
Property Damage,4434,"123 Example St, City, State 4434",2030-03-07,4,80.74,0.0,73.28,2020,7563,0.0,0.0,-5,True,True,1
Foreclosure,4435,"123 Example St, City, State 4435",2022-10-16,1,42.91,0.0,50.14,2027,3655,0.0,0.0,3,False,True,0
Property Damage,4436,"123 Example St, City, State 4436",2017-03-05,1,88.7,0.0,79.23,2024,8785,0.0,0.0,8,True,True,1
Title Issues,4437,"123 Example St, City, State 4437",2025-02-04,3,53.69,0.0,79.62,2010,5690,0.0,0.0,0,True,True,1
Bankruptcy,4438,"123 Example St, City, State 4438",2017-08-17,5,92.19,0.0,61.98,2022,7944,0.0,0.0,8,True,True,1
Foreclosure,4439,"123 Example St, City, State 4439",2030-03-10,5,23.41,0.0,37.61,2012,9544,0.0,0.0,-5,True,True,1
Lien,4440,"123 Example St, City, State 4440",2020-12-27,1,5.94,0.0,77.51,2010,5681,0.0,0.0,5,True,True,1
Title Issues,4441,"123 Example St, City, State 4441",2020-06-17,0,87.98,0.0,25.61,2023,4583,0.0,0.0,5,False,True,0
HOA Violations,4442,"123 Example St, City, State 4442",2032-02-16,0,68.71,0.0,61.86,2025,2967,0.0,0.0,-7,False,True,0
Property Damage,4443,"123 Example St, City, State 4443",2034-05-17,1,54.1,0.0,78.73,2017,9067,0.0,0.0,-9,True,True,1
Probate,4444,"123 Example St, City, State 4444",2018-10-02,2,49.6,0.0,50.12,2030,6128,0.0,0.0,7,True,True,1
Property Damage,4445,"123 Example St, City, State 4445",2015-06-02,4,50.32,0.0,51.91,2016,5823,0.0,0.0,10,True,True,1
Probate,4446,"123 Example St, City, State 4446",2031-02-28,1,21.65,0.0,25.22,2023,6575,0.0,0.0,-6,True,True,1
Short Sale,4447,"123 Example St, City, State 4447",2031-12-15,2,33.12,0.0,46.08,2012,8419,0.0,0.0,-6,True,True,1
Property Damage,4448,"123 Example St, City, State 4448",2030-05-16,0,47.32,0.0,72.71,2029,7112,0.0,0.0,-5,True,True,1
Short Sale,4449,"123 Example St, City, State 4449",2029-06-27,2,67.89,0.0,28.58,2017,7012,0.0,0.0,-4,True,True,1
Probate,4450,"123 Example St, City, State 4450",2032-04-26,2,72.91,0.0,68.05,2019,6987,0.0,0.0,-7,True,True,1
Loan Modification,4451,"123 Example St, City, State 4451",2026-10-17,4,15.98,0.0,67.92,2027,1156,0.0,0.0,-1,False,True,1
Probate,4452,"123 Example St, City, State 4452",2031-09-12,5,6.81,0.0,37.46,2024,1739,0.0,0.0,-6,False,True,1
HOA Violations,4453,"123 Example St, City, State 4453",2031-09-10,0,31.17,0.0,22.13,2027,5008,0.0,0.0,-6,True,True,1
Lien,4454,"123 Example St, City, State 4454",2026-06-26,3,19.06,0.0,36.49,2019,7659,0.0,0.0,-1,True,True,1
Unpaid Taxes,4455,"123 Example St, City, State 4455",2020-05-05,4,54.95,0.0,64.37,2024,7140,0.0,0.0,5,True,True,1
Unpaid Taxes,4456,"123 Example St, City, State 4456",2017-10-31,4,48.72,0.0,64.09,2017,3909,0.0,0.0,8,False,True,1
Foreclosure,4457,"123 Example St, City, State 4457",2021-04-24,5,38.55,0.0,69.84,2023,3694,0.0,0.0,4,False,True,1
Foreclosure,4458,"123 Example St, City, State 4458",2015-04-30,3,34.79,0.0,42.22,2026,1612,0.0,0.0,10,False,True,1
Property Damage,4459,"123 Example St, City, State 4459",2034-07-06,4,10.87,0.0,77.32,2021,7281,0.0,0.0,-9,True,True,1
Loan Modification,4460,"123 Example St, City, State 4460",2030-12-11,0,39.6,0.0,36.11,2028,9684,0.0,0.0,-5,True,True,1
Loan Modification,4461,"123 Example St, City, State 4461",2028-11-15,5,54.84,0.0,78.43,2018,6995,0.0,0.0,-3,True,True,1
Bankruptcy,4462,"123 Example St, City, State 4462",2016-11-25,5,86.27,0.0,37.38,2024,1389,0.0,0.0,9,False,True,1
Foreclosure,4463,"123 Example St, City, State 4463",2029-04-13,4,33.22,0.0,31.94,2029,7900,0.0,0.0,-4,True,True,1
Foreclosure,4464,"123 Example St, City, State 4464",2027-11-26,5,13.68,0.0,40.25,2015,4649,0.0,0.0,-2,False,True,1
HOA Violations,4465,"123 Example St, City, State 4465",2025-10-10,5,23.36,0.0,43.43,2020,2573,0.0,0.0,0,False,True,1
Short Sale,4466,"123 Example St, City, State 4466",2026-12-14,2,61.15,0.0,42.12,2021,8005,0.0,0.0,-1,True,True,1
Bankruptcy,4467,"123 Example St, City, State 4467",2025-12-18,4,65.99,0.0,63.62,2013,8045,0.0,0.0,0,True,True,1
Lien,4468,"123 Example St, City, State 4468",2027-10-18,0,29.46,0.0,26.17,2013,2606,0.0,0.0,-2,False,True,1
HOA Violations,4469,"123 Example St, City, State 4469",2020-11-23,2,44.97,0.0,34.12,2011,3280,0.0,0.0,5,False,True,1
Probate,4470,"123 Example St, City, State 4470",2033-10-21,1,49.48,0.0,74.91,2010,2247,0.0,0.0,-8,False,True,1
Lien,4471,"123 Example St, City, State 4471",2030-12-11,4,62.97,0.0,78.26,2012,4313,0.0,0.0,-5,False,True,1
HOA Violations,4472,"123 Example St, City, State 4472",2029-12-31,4,42.66,0.0,36.86,2019,5651,0.0,0.0,-4,True,True,1
