Real Estate Home Knowledge,Property ID,Address,Last Sale Date,Previous Owners Count,Equity Percentage,Mortgage Default History,Loan-to-Value (LTV) Ratio,Tax Delinquency Year,Liens Amount,Bankruptcy Status,Foreclosure Status
HOA Violations,4789,"123 Example St, City, State 4789",2033-07-25,2,84.13,True,67.39,2010,6115,False,True
Lien,4790,"123 Example St, City, State 4790",2023-12-06,2,56.49,False,64.62,2016,8510,True,False
Lien,4791,"123 Example St, City, State 4791",2029-12-07,5,82.9,False,51.67,2017,5827,True,False
Lien,4792,"123 Example St, City, State 4792",2034-06-26,4,26.74,False,76.26,2013,5507,False,False
Unpaid Taxes,4793,"123 Example St, City, State 4793",2030-11-23,0,92.51,True,51.06,2029,7106,True,False
Lien,4794,"123 Example St, City, State 4794",2030-09-04,1,16.48,True,77.43,2013,2920,True,False
Bankruptcy,4795,"123 Example St, City, State 4795",2021-11-24,0,29.22,False,31.98,2030,5857,False,True
Short Sale,4796,"123 Example St, City, State 4796",2026-10-26,1,58.37,True,29.64,2020,2958,False,False
Loan Modification,4797,"123 Example St, City, State 4797",2027-04-19,1,81.24,False,62.36,2022,1935,True,True
Property Damage,4798,"123 Example St, City, State 4798",2027-10-27,4,8.09,False,47.44,2022,5060,True,False
Probate,4799,"123 Example St, City, State 4799",2026-04-30,4,37.39,True,68.7,2015,7279,False,False
Lien,4800,"123 Example St, City, State 4800",2020-06-17,5,88.27,False,43.68,2010,9129,False,False
Loan Modification,4801,"123 Example St, City, State 4801",2018-05-07,3,66.03,False,35.52,2020,6044,False,True
Foreclosure,4802,"123 Example St, City, State 4802",2020-06-11,3,63.63,False,42.36,2013,3656,False,True
HOA Violations,4803,"123 Example St, City, State 4803",2027-12-09,1,26.28,False,35.66,2018,2775,True,False
Probate,4804,"123 Example St, City, State 4804",2019-06-28,5,67.4,True,33.78,2029,5135,True,False
Bankruptcy,4805,"123 Example St, City, State 4805",2033-09-20,2,69.08,True,57.9,2011,9637,False,False
Foreclosure,4806,"123 Example St, City, State 4806",2026-07-14,1,50.56,True,65.34,2013,7484,True,True
HOA Violations,4807,"123 Example St, City, State 4807",2015-12-01,5,11.76,False,32.64,2014,1427,True,False
Short Sale,4808,"123 Example St, City, State 4808",2029-04-01,4,43.64,True,76.82,2022,4175,True,True
Bankruptcy,4809,"123 Example St, City, State 4809",2016-04-01,3,26.51,True,22.76,2019,9635,False,False
Foreclosure,4810,"123 Example St, City, State 4810",2023-01-04,3,15.58,True,26.84,2027,6473,True,False
Lien,4811,"123 Example St, City, State 4811",2025-09-14,5,66.13,True,46.74,2027,7656,False,True
Lien,4812,"123 Example St, City, State 4812",2029-02-26,0,47.47,False,70.72,2015,7758,False,False
Title Issues,4813,"123 Example St, City, State 4813",2021-05-30,5,65.12,True,43.32,2021,7078,True,True
Unpaid Taxes,4814,"123 Example St, City, State 4814",2015-07-07,4,45.69,True,62.12,2012,9371,False,False
Short Sale,4815,"123 Example St, City, State 4815",2028-03-22,5,20.67,False,49.54,2022,3302,True,True
HOA Violations,4816,"123 Example St, City, State 4816",2025-05-03,4,27.53,True,42.29,2010,6310,False,True
Lien,4817,"123 Example St, City, State 4817",2030-05-01,2,15.62,False,75.59,2028,7155,True,False
Lien,4818,"123 Example St, City, State 4818",2019-03-26,1,25.64,False,38.82,2028,7240,False,True
Foreclosure,4819,"123 Example St, City, State 4819",2022-02-19,0,67.8,False,37.56,2028,9537,False,True
Loan Modification,4820,"123 Example St, City, State 4820",2031-02-06,4,59.61,False,41.84,2024,6520,False,True
Lien,4821,"123 Example St, City, State 4821",2031-02-25,1,42.29,False,54.01,2029,1232,False,True
Bankruptcy,4822,"123 Example St, City, State 4822",2027-12-09,0,72.05,False,21.21,2028,9469,False,True
Title Issues,4823,"123 Example St, City, State 4823",2034-05-20,3,27.43,False,33.37,2028,9091,False,True
Loan Modification,4824,"123 Example St, City, State 4824",2016-11-20,3,7.92,True,57.12,2023,7205,True,True
Lien,4825,"123 Example St, City, State 4825",2016-10-27,1,81.56,True,38.31,2026,9234,False,True
Lien,4826,"123 Example St, City, State 4826",2034-08-27,3,66.95,True,61.2,2019,6216,False,True
Title Issues,4827,"123 Example St, City, State 4827",2021-03-22,2,73.33,False,74.76,2017,8082,False,False
Lien,4828,"123 Example St, City, State 4828",2015-11-20,4,92.41,False,31.52,2029,6959,False,True
Title Issues,4829,"123 Example St, City, State 4829",2016-10-05,5,62.34,True,52.66,2016,1565,False,False
Foreclosure,4830,"123 Example St, City, State 4830",2031-08-08,3,34.51,True,32.94,2015,4111,True,True
Title Issues,4831,"123 Example St, City, State 4831",2015-02-02,2,6.78,True,48.81,2022,3149,False,False
Bankruptcy,4832,"123 Example St, City, State 4832",2031-03-16,0,30.34,True,36.12,2018,3836,True,True
Foreclosure,4833,"123 Example St, City, State 4833",2030-11-16,5,24.49,True,66.7,2012,3033,True,False
Property Damage,4834,"123 Example St, City, State 4834",2030-02-01,0,54.13,False,58.2,2017,1387,True,False
Short Sale,4835,"123 Example St, City, State 4835",2022-08-24,1,90.08,False,38.43,2021,5050,True,True
Probate,4836,"123 Example St, City, State 4836",2027-08-19,1,32.73,True,72.17,2016,8660,True,True
Probate,4837,"123 Example St, City, State 4837",2018-12-21,4,93.8,False,58.04,2030,4998,False,True
Property Damage,4838,"123 Example St, City, State 4838",2020-05-25,3,44.56,True,68.1,2021,7538,False,True
Bankruptcy,4839,"123 Example St, City, State 4839",2021-12-27,2,57.04,False,63.55,2020,6137,False,False
Unpaid Taxes,4840,"123 Example St, City, State 4840",2015-04-01,1,19.12,True,78.54,2020,2508,False,True
Bankruptcy,4841,"123 Example St, City, State 4841",2019-01-17,3,10.16,False,25.5,2019,8726,True,False
Property Damage,4842,"123 Example St, City, State 4842",2024-06-07,0,68.15,True,75.51,2012,9684,False,False
Loan Modification,4843,"123 Example St, City, State 4843",2019-08-23,1,14.83,True,33.44,2014,2739,False,True
Foreclosure,4844,"123 Example St, City, State 4844",2019-10-30,4,92.38,True,57.88,2023,9626,False,False
Short Sale,4845,"123 Example St, City, State 4845",2030-08-02,0,26.34,True,29.45,2017,3923,False,False
Probate,4846,"123 Example St, City, State 4846",2030-03-08,3,67.04,False,43.76,2013,6192,True,True
Unpaid Taxes,4847,"123 Example St, City, State 4847",2024-12-27,5,46.06,False,35.09,2023,2301,False,False
Loan Modification,4848,"123 Example St, City, State 4848",2018-03-16,4,80.93,True,65.66,2029,6179,True,False
Foreclosure,4849,"123 Example St, City, State 4849",2025-12-12,1,18.04,False,24.93,2026,2110,True,True
Bankruptcy,4850,"123 Example St, City, State 4850",2017-12-19,5,37.33,False,76.04,2023,3183,False,False
HOA Violations,4851,"123 Example St, City, State 4851",2026-11-24,5,36.48,True,63.2,2014,1683,True,False
Title Issues,4852,"123 Example St, City, State 4852",2023-07-03,2,16.08,True,36.46,2011,2989,False,False
HOA Violations,4853,"123 Example St, City, State 4853",2022-01-12,3,82.12,True,39.29,2021,7820,False,True
Bankruptcy,4854,"123 Example St, City, State 4854",2025-05-19,1,53.12,True,33.08,2020,4336,False,True
Loan Modification,4855,"123 Example St, City, State 4855",2030-09-24,1,28.54,True,57.37,2012,5534,True,True
Short Sale,4856,"123 Example St, City, State 4856",2026-11-22,3,45.98,True,65.3,2016,8605,False,False
HOA Violations,4857,"123 Example St, City, State 4857",2023-01-20,1,55.87,True,62.41,2011,4048,True,False
HOA Violations,4858,"123 Example St, City, State 4858",2016-03-17,0,22.38,False,71.49,2020,1800,False,True
Unpaid Taxes,4859,"123 Example St, City, State 4859",2020-06-10,4,11.44,True,28.36,2019,7383,True,False
HOA Violations,4860,"123 Example St, City, State 4860",2027-07-10,4,48.65,False,46.71,2012,8784,False,False
Lien,4861,"123 Example St, City, State 4861",2031-11-11,2,39.75,False,28.46,2022,8240,False,True
Unpaid Taxes,4862,"123 Example St, City, State 4862",2030-04-08,5,86.09,True,77.85,2028,3882,True,False
Short Sale,4863,"123 Example St, City, State 4863",2026-05-05,3,81.35,True,47.66,2017,6227,True,True
Loan Modification,4864,"123 Example St, City, State 4864",2015-03-26,0,22.63,True,51.14,2025,1077,True,True
Foreclosure,4865,"123 Example St, City, State 4865",2023-11-03,4,15.91,False,55.67,2026,3538,True,False
Loan Modification,4866,"123 Example St, City, State 4866",2023-05-06,0,44.19,False,44.15,2013,1587,True,False
Foreclosure,4867,"123 Example St, City, State 4867",2024-06-03,1,45.33,False,31.71,2012,9559,False,True
Short Sale,4868,"123 Example St, City, State 4868",2024-02-26,5,55.99,False,42.47,2022,2748,True,False
Title Issues,4869,"123 Example St, City, State 4869",2026-09-04,5,80.81,True,55.4,2030,6315,False,False
Title Issues,4870,"123 Example St, City, State 4870",2034-12-25,0,57.9,False,50.66,2011,9994,True,False
Loan Modification,4871,"123 Example St, City, State 4871",2019-10-02,2,74.86,True,51.74,2026,3745,True,True
Short Sale,4872,"123 Example St, City, State 4872",2029-11-23,3,47.62,True,70.6,2010,3526,True,True
Bankruptcy,4873,"123 Example St, City, State 4873",2028-07-24,3,71.97,False,39.66,2016,2060,False,True
Foreclosure,4874,"123 Example St, City, State 4874",2026-02-03,2,11.22,True,70.88,2018,7387,False,True
Title Issues,4875,"123 Example St, City, State 4875",2019-12-22,4,21.38,False,77.55,2015,9528,False,True
Foreclosure,4876,"123 Example St, City, State 4876",2034-06-14,4,40.57,False,68.89,2023,6554,True,True
Property Damage,4877,"123 Example St, City, State 4877",2030-07-31,2,63.68,False,42.25,2023,4062,True,False
HOA Violations,4878,"123 Example St, City, State 4878",2032-03-04,4,25.14,False,35.03,2018,2009,False,True
Property Damage,4879,"123 Example St, City, State 4879",2020-03-26,3,89.85,True,26.87,2010,2687,True,True
Bankruptcy,4880,"123 Example St, City, State 4880",2029-03-10,4,73.72,True,29.32,2027,2361,True,True
Foreclosure,4881,"123 Example St, City, State 4881",2025-03-26,3,88.34,False,70.16,2016,1568,True,False
Property Damage,4882,"123 Example St, City, State 4882",2027-04-22,0,49.32,True,74.22,2014,1352,False,False
Bankruptcy,4883,"123 Example St, City, State 4883",2034-09-09,1,5.52,True,52.33,2016,8794,True,False
Unpaid Taxes,4884,"123 Example St, City, State 4884",2017-02-01,0,74.37,False,46.15,2027,5033,True,True
Title Issues,4885,"123 Example St, City, State 4885",2017-09-26,2,49.12,False,77.26,2014,2919,False,False
Bankruptcy,4886,"123 Example St, City, State 4886",2026-04-28,0,54.19,False,40.55,2030,4531,True,False
Lien,4887,"123 Example St, City, State 4887",2023-07-02,3,48.96,True,45.12,2013,6439,False,False
Unpaid Taxes,4888,"123 Example St, City, State 4888",2024-07-01,5,25.39,False,42.23,2010,6947,True,True
Foreclosure,4889,"123 Example St, City, State 4889",2026-08-08,2,82.07,False,35.64,2028,9189,False,False
HOA Violations,4890,"123 Example St, City, State 4890",2021-05-02,4,92.22,True,51.47,2030,5641,False,False
Foreclosure,4891,"123 Example St, City, State 4891",2027-10-10,3,21.47,True,57.65,2024,4014,False,True
Short Sale,4892,"123 Example St, City, State 4892",2023-07-17,4,15.16,False,38.64,2016,3872,False,False
Loan Modification,4893,"123 Example St, City, State 4893",2020-01-17,0,79.02,False,33.18,2020,5695,True,True
Probate,4894,"123 Example St, City, State 4894",2024-06-10,5,76.63,True,30.74,2029,1937,True,False
Probate,4895,"123 Example St, City, State 4895",2031-10-11,3,79.07,False,76.85,2029,5852,True,False
Short Sale,4896,"123 Example St, City, State 4896",2031-02-01,2,55.09,False,54.95,2023,5036,False,True
Probate,4897,"123 Example St, City, State 4897",2018-08-25,2,16.39,False,37.65,2020,3986,True,True
Bankruptcy,4898,"123 Example St, City, State 4898",2027-11-13,3,41.88,False,57.81,2025,5289,True,True
Unpaid Taxes,4899,"123 Example St, City, State 4899",2024-04-17,5,78.18,False,69.14,2012,7740,True,False
Property Damage,4900,"123 Example St, City, State 4900",2027-05-28,5,21.24,False,32.66,2022,5522,False,False
Bankruptcy,4901,"123 Example St, City, State 4901",2018-04-08,3,22.14,True,52.48,2016,7637,False,False
HOA Violations,4902,"123 Example St, City, State 4902",2028-10-26,2,53.52,True,52.26,2010,9161,False,False
Unpaid Taxes,4903,"123 Example St, City, State 4903",2021-12-21,3,78.08,True,61.05,2010,6515,False,True
Unpaid Taxes,4904,"123 Example St, City, State 4904",2025-12-23,4,37.04,True,59.17,2024,7749,True,True
Property Damage,4905,"123 Example St, City, State 4905",2032-11-08,2,72.98,False,72.13,2024,2825,True,True
Property Damage,4906,"123 Example St, City, State 4906",2017-03-24,3,90.24,True,20.91,2010,6503,True,True
Loan Modification,4907,"123 Example St, City, State 4907",2027-08-08,5,63.59,True,76.88,2021,3853,False,False
Short Sale,4908,"123 Example St, City, State 4908",2027-11-30,5,89.24,True,61.32,2016,6837,True,False
Unpaid Taxes,4909,"123 Example St, City, State 4909",2030-06-28,4,64.64,True,30.97,2010,6470,True,False
Probate,4910,"123 Example St, City, State 4910",2028-11-07,3,10.82,True,72.26,2014,3152,True,True
Loan Modification,4911,"123 Example St, City, State 4911",2032-11-28,3,37.13,True,59.87,2023,5599,False,True
Title Issues,4912,"123 Example St, City, State 4912",2016-12-07,0,76.32,False,25.53,2012,2520,False,True
Property Damage,4913,"123 Example St, City, State 4913",2021-06-08,3,17.77,True,60.86,2030,8942,True,True
HOA Violations,4914,"123 Example St, City, State 4914",2026-09-07,1,9.62,True,20.43,2027,6101,False,True
Lien,4915,"123 Example St, City, State 4915",2023-12-16,4,80.1,False,49.62,2014,1940,False,False
Title Issues,4916,"123 Example St, City, State 4916",2022-01-21,3,10.54,True,66.73,2021,1879,True,False
Short Sale,4917,"123 Example St, City, State 4917",2030-03-27,4,23.91,False,45.81,2011,2791,True,True
Bankruptcy,4918,"123 Example St, City, State 4918",2016-11-01,3,90.63,True,62.48,2015,9520,False,True
Property Damage,4919,"123 Example St, City, State 4919",2033-08-28,2,19.62,False,67.05,2012,5634,True,False
Lien,4920,"123 Example St, City, State 4920",2021-07-22,4,89.7,False,47.65,2013,4109,False,True
Loan Modification,4921,"123 Example St, City, State 4921",2016-12-23,2,78.4,True,56.42,2028,8483,True,False
Property Damage,4922,"123 Example St, City, State 4922",2019-01-22,0,42.74,False,59.61,2010,8966,False,False
Property Damage,4923,"123 Example St, City, State 4923",2023-10-04,0,24.14,True,66.39,2024,8043,True,True
Unpaid Taxes,4924,"123 Example St, City, State 4924",2015-12-11,1,38.89,True,23.53,2010,3796,True,False
Lien,4925,"123 Example St, City, State 4925",2030-10-07,5,56.47,True,62.03,2029,4280,False,False
Loan Modification,4926,"123 Example St, City, State 4926",2017-01-22,5,34.7,True,66.7,2018,3277,False,False
Short Sale,4927,"123 Example St, City, State 4927",2023-05-21,3,31.31,False,73.6,2024,1433,True,True
Loan Modification,4928,"123 Example St, City, State 4928",2027-08-09,4,60.7,True,44.26,2018,1728,True,True
HOA Violations,4929,"123 Example St, City, State 4929",2017-12-21,5,53.71,True,24.47,2029,9984,False,False
HOA Violations,4930,"123 Example St, City, State 4930",2033-06-30,0,23.82,False,79.13,2028,6986,True,False
Unpaid Taxes,4931,"123 Example St, City, State 4931",2015-05-14,4,24.87,True,20.54,2014,9486,False,False
HOA Violations,4932,"123 Example St, City, State 4932",2033-03-12,5,50.07,False,68.43,2013,1833,False,True
Loan Modification,4933,"123 Example St, City, State 4933",2034-08-21,4,27.51,False,77.92,2023,5490,False,True
Foreclosure,4934,"123 Example St, City, State 4934",2018-07-04,1,77.19,False,27.78,2011,1433,True,False
Foreclosure,4935,"123 Example St, City, State 4935",2023-11-09,5,16.18,False,59.44,2024,4457,True,True
Unpaid Taxes,4936,"123 Example St, City, State 4936",2019-12-12,0,67.4,True,72.41,2030,1167,False,True
Bankruptcy,4937,"123 Example St, City, State 4937",2031-01-27,1,60.29,False,47.4,2010,9832,True,False
Unpaid Taxes,4938,"123 Example St, City, State 4938",2028-03-16,2,94.91,False,52.82,2025,1417,False,False
Unpaid Taxes,4939,"123 Example St, City, State 4939",2028-09-04,0,23.1,False,61.51,2020,6627,True,False
Property Damage,4940,"123 Example St, City, State 4940",2025-04-05,2,88.46,False,41.29,2017,8454,False,False
Probate,4941,"123 Example St, City, State 4941",2032-07-19,0,34.31,False,70.43,2021,7008,True,True
HOA Violations,4942,"123 Example St, City, State 4942",2027-06-02,4,53.81,True,26.41,2016,6962,True,True
Lien,4943,"123 Example St, City, State 4943",2032-11-16,2,65.42,False,34.29,2028,3934,False,True
Property Damage,4944,"123 Example St, City, State 4944",2030-11-12,3,43.3,True,55.44,2023,6952,True,False
Title Issues,4945,"123 Example St, City, State 4945",2021-09-12,4,16.52,True,72.06,2020,5186,False,False
Lien,4946,"123 Example St, City, State 4946",2034-08-24,5,44.69,True,45.9,2027,9755,False,True
Property Damage,4947,"123 Example St, City, State 4947",2021-08-18,2,48.88,True,37.02,2016,4378,False,False
Short Sale,4948,"123 Example St, City, State 4948",2028-10-06,3,42.3,False,48.37,2011,9758,True,True
Foreclosure,4949,"123 Example St, City, State 4949",2021-11-18,5,27.86,False,28.88,2028,3346,True,False
Probate,4950,"123 Example St, City, State 4950",2029-04-27,4,93.7,True,76.07,2025,4031,True,False
HOA Violations,4951,"123 Example St, City, State 4951",2027-06-04,0,54.23,True,37.25,2026,1710,True,False
Short Sale,4952,"123 Example St, City, State 4952",2031-09-15,5,70.97,False,24.11,2016,3748,False,False
HOA Violations,4953,"123 Example St, City, State 4953",2021-04-11,5,36.57,False,67.41,2018,3714,True,False
Unpaid Taxes,4954,"123 Example St, City, State 4954",2017-10-28,3,29.38,True,21.21,2020,7825,False,True
Foreclosure,4955,"123 Example St, City, State 4955",2023-02-05,5,87.23,True,23.49,2015,2351,True,False
HOA Violations,4956,"123 Example St, City, State 4956",2033-07-15,4,24.69,False,36.54,2010,1867,False,True
Unpaid Taxes,4957,"123 Example St, City, State 4957",2025-09-30,4,17.65,True,58.18,2017,5027,False,False
Property Damage,4958,"123 Example St, City, State 4958",2030-02-14,5,66.45,False,45.43,2011,6478,False,True
Short Sale,4959,"123 Example St, City, State 4959",2029-04-11,0,83.17,True,69.89,2016,3384,False,False
Property Damage,4960,"123 Example St, City, State 4960",2032-07-14,4,92.88,False,46.58,2010,4837,True,False
